MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Overall Qual,Overall Cond,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Misc Val,Sale Condition,SalePrice,Total SF,House Age,Years Since Remodel,Garage Age,Total Bathrooms,Total Porch SF,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
3.044522437723423,4.61512051684126,9.825255704266555,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,6,5,CompShg,VinylSd,VinylSd,0.0,4,TA,4,3,No,Unf,0.0,Unf,0.0,1324.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,6,Typ,0,Attchd,Fin,430.0,TA,TA,Y,0.0,0.0,Normal,12.20357452783082,7.88193748927207,5,5,5.0,2.0,4.0943445622221,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.1588830833596715,9.056956065076825,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,0.0,4,TA,4,3,No,Unf,0.0,Unf,0.0,847.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,7,Typ,1,BuiltIn,Fin,433.0,TA,TA,Y,0.0,0.0,Normal,12.12859206945914,7.855932199718614,6,6,6.0,2.5,5.262690188904886,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.394449154672439,4.23410650459726,8.955577146281511,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,0.0,3,TA,4,3,No,GLQ,5.5254529391317835,Unf,0.0,134.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,3,7,Typ,1,BuiltIn,Fin,400.0,TA,TA,Y,0.0,0.0,Normal,12.100717685412471,7.503840746698951,10,10,10.0,2.5,5.198497031265826,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.23410650459726,9.159678457173955,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,5.198497031265826,4,TA,4,3,No,Unf,0.0,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,8,Typ,1,BuiltIn,Fin,434.0,TA,TA,Y,0.0,0.0,Normal,12.312686874960354,7.979338895262328,9,9,9.0,2.5,5.262690188904886,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.0943445622221,9.268043082104471,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,5.82600010738045,4,TA,4,3,No,GLQ,6.824373670043086,Unf,0.0,801.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,7,Typ,1,Attchd,Fin,527.0,TA,TA,Y,0.0,0.0,Normal,12.469978029554953,8.14351740579748,14,14,14.0,3.0,6.111467339502679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.290459441148391,9.0642735958414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,0.0,3,TA,4,3,Mn,GLQ,3.2188758248682006,Unf,0.0,732.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,7,Typ,0,Attchd,Unf,614.0,TA,TA,Y,0.0,0.0,Normal,12.279327754099118,7.742402021815782,1,1,1.0,2.5,5.3706380281276624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3.044522437723423,4.330733340286331,9.105090961257085,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,CompShg,VinylSd,VinylSd,3.6109179126442243,4,TA,4,3,Av,GLQ,6.983789965258135,Unf,0.0,488.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,7,Typ,0,Attchd,RFn,750.0,TA,TA,Y,0.0,0.0,Normal,12.47801017053037,8.049746290952191,2,2,2.0,3.0,5.746203190540153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.61512051684126,9.437714959818209,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,0.0,4,TA,4,3,No,GLQ,5.407171771460119,Unf,0.0,769.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,8,Typ,1,Attchd,RFn,678.0,TA,TA,Y,0.0,0.0,Normal,12.448630513463613,7.985824666418917,6,5,6.0,2.5,4.919980925828125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.2626798770413155,9.386056829718001,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,4.812184355372417,4,TA,4,3,Av,Unf,0.0,Unf,0.0,831.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,8,Typ,0,Attchd,RFn,484.0,TA,TA,Y,0.0,0.0,Normal,12.10625783509458,7.820439515262181,6,6,6.0,2.5,5.3612921657094255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.23410650459726,9.154193211353181,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,RRNe,Norm,7,7,CompShg,HdBoard,HdBoard,0.0,4,TA,4,3,No,BLQ,5.998936561946683,Unf,0.0,594.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,7,Typ,0,Attchd,RFn,457.0,TA,TA,Y,0.0,0.0,Normal,12.178192583415596,7.916078096302786,17,7,17.0,2.5,6.520621127558696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.110873864173311,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,6,CompShg,HdBoard,HdBoard,4.875197323201151,3,TA,4,3,No,Unf,0.0,Unf,0.0,650.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,7,Typ,1,Attchd,Unf,476.0,TA,TA,Y,0.0,0.0,Normal,12.049424683420915,7.703007682479236,30,29,30.0,2.5,5.541263545158426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.330733340286331,8.922791623969637,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,5,5,CompShg,HdBoard,HdBoard,0.0,3,TA,3,3,No,ALQ,6.715383386334681,Unf,0.0,216.0,GasA,Fa,Y,SBrkr,0.0,3,0.6931471805599453,3,5,Typ,0,Attchd,Fin,308.0,TA,TA,Y,0.0,0.0,Normal,11.798111925972618,7.640603826393634,47,47,47.0,2.5,5.3981627015177525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.394449154672439,8.987321812850125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,CompShg,VinylSd,VinylSd,0.0,4,TA,4,3,No,GLQ,6.726233402358747,Unf,0.0,659.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,6,Typ,1,Attchd,RFn,596.0,TA,TA,Y,0.0,0.0,Normal,12.345838935721968,8.001355025826703,8,8,8.0,3.0,6.028278520230698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.23410650459726,9.268986567408916,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,7,CompShg,Plywood,Plywood,3.367295829986474,3,TA,3,3,Mn,ALQ,7.0909098220799835,Unf,0.0,410.0,GasA,Gd,Y,SBrkr,0.0,3,0.6931471805599453,4,6,Typ,2,Attchd,RFn,480.0,TA,TA,Y,0.0,0.0,Normal,12.230770136157428,8.0774471493312,33,9,33.0,3.0,5.4680601411351315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.394449154672439,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,5,CompShg,VinylSd,VinylSd,5.153291594497779,3,TA,3,3,No,Rec,6.54965074223381,Unf,0.0,534.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,6,Typ,0,Attchd,RFn,490.0,TA,TA,Y,0.0,0.0,Normal,11.865348381840844,7.80994708647679,44,44,44.0,2.5,5.41610040220442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.51085950651685,9.200391041122515,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,5,CompShg,HdBoard,HdBoard,0.0,3,TA,4,3,No,BLQ,6.966024187106113,Unf,0.0,150.0,GasA,Gd,Y,SBrkr,0.0,3,0.6931471805599453,3,6,Typ,0,Attchd,RFn,504.0,TA,TA,Y,0.0,0.0,Normal,11.976665770490767,7.791109510610028,44,44,44.0,2.0,4.795790545596741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.044522437723423,4.48863636973214,9.177920480720072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,CompShg,Wd Sdng,Plywood,5.594711379601839,3,TA,3,3,No,BLQ,6.918695219020472,Unf,0.0,500.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,6,Typ,0,Attchd,RFn,517.0,TA,TA,Y,0.0,0.0,Normal,12.094587859196112,8.013343181386672,43,43,43.0,3.0,5.501258210544727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4.394449154672439,4.23410650459726,9.268703615273097,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,CompShg,HdBoard,HdBoard,0.0,3,TA,3,3,No,Unf,0.0,Unf,0.0,533.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,8,Typ,0,Attchd,Unf,480.0,TA,TA,Y,0.0,0.0,Family,11.822620954414864,7.744569809354496,46,46,46.0,2.0,5.153291594497779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4.394449154672439,4.23410650459726,9.554851637414007,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,7,CompShg,Wd Sdng,HdBoard,4.465908118654584,3,TA,3,3,Av,GLQ,6.922643891475888,Unf,0.0,138.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,6,Typ,1,Attchd,RFn,484.0,TA,TA,Y,0.0,0.0,Normal,12.103491596905931,7.742835955430749,46,46,46.0,2.0,5.429345628954441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.454347296253507,4.394449154672439,9.082620630373812,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,6,7,CompShg,MetalSd,MetalSd,5.056245805348308,3,Gd,3,3,Gd,GLQ,6.638567789166521,Unf,0.0,173.0,GasA,Ex,Y,SBrkr,0.0,3,0.6931471805599453,4,6,Typ,0,Attchd,RFn,480.0,TA,TA,Y,0.0,0.0,Abnorml,11.83138646878959,7.596392304064196,47,47,47.0,2.0,4.795790545596741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.23410650459726,9.898525260706313,Pave,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,7,5,CompShg,Plywood,Plywood,5.662960480135946,3,TA,4,3,Gd,GLQ,6.816735880594968,Unf,0.0,1035.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,7,Min1,1,Attchd,RFn,576.0,TA,TA,Y,0.0,0.0,Normal,12.100717685412471,8.332067707289548,40,21,40.0,3.0,5.71042701737487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,CompShg,MetalSd,MetalSd,0.0,3,Gd,3,3,No,Rec,6.827629234502852,Unf,0.0,392.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,5,Typ,0,Attchd,RFn,294.0,TA,TA,Y,0.0,0.0,Normal,11.884495917930655,7.874358824729881,53,53,53.0,2.0,5.5254529391317835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.044522437723423,4.30406509320417,9.078065332666364,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,6,CompShg,MetalSd,MetalSd,5.3981627015177525,3,TA,3,3,No,Unf,0.0,Unf,0.0,1194.0,GasA,TA,Y,SBrkr,0.0,3,0.6931471805599453,3,6,Typ,0,Attchd,RFn,312.0,TA,TA,Y,0.0,0.0,Normal,11.904974309480183,7.77863014732581,51,51,51.0,2.0,4.795790545596741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
